H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
H,栃木,●,0,2,0,2,-2,0,0,1,0,21
H,岡山,○,1,0,1,2,-1,1,0,1,3,13
A,東京Ｖ,△,1,1,2,3,-1,1,1,1,4,13
A,長崎,●,1,2,3,5,-2,1,1,2,4,18
H,熊本,○,3,0,6,5,1,2,1,2,7,13
A,水戸,○,2,1,8,6,2,3,1,2,10,9
H,湘南,●,0,6,8,12,-4,3,1,3,10,14
A,富山,△,1,1,9,13,-4,3,2,3,11,12
H,讃岐,△,1,1,10,14,-4,3,3,3,12,14
A,磐田,●,0,2,10,16,-6,3,3,4,12,17
H,群馬,○,3,2,13,18,-5,4,3,4,15,16
A,岐阜,△,2,2,15,20,-5,4,4,4,16,16
A,山形,△,1,1,16,21,-5,4,5,4,17,15
H,札幌,○,2,0,18,21,-3,5,5,4,20,11
A,横浜FC,△,0,0,18,21,-3,5,6,4,21,12
H,愛媛,○,1,0,19,21,-2,6,6,4,24,8
A,福岡,●,0,1,19,22,-3,6,6,5,24,11
H,京都,○,3,0,22,22,0,7,6,5,27,8
A,北九州,●,0,1,22,23,-1,7,6,6,27,12
H,松本,●,0,1,22,24,-2,7,6,7,27,13
A,大分,○,4,2,26,26,0,8,6,7,30,11
A,栃木,○,2,0,28,26,2,9,6,7,33,6
H,長崎,△,1,1,29,27,2,9,7,7,34,8
H,山形,○,2,0,31,27,4,10,7,7,37,6
A,湘南,△,1,1,32,28,4,10,8,7,38,6
H,横浜FC,△,0,0,32,28,4,10,9,7,39,6
A,熊本,△,0,0,32,28,4,10,10,7,40,6
A,岡山,●,0,1,32,29,3,10,10,8,40,9
H,水戸,○,1,0,33,29,4,11,10,8,43,7
A,京都,△,3,3,36,32,4,11,11,8,44,8
H,北九州,●,1,3,37,35,2,11,11,9,44,10
H,岐阜,○,1,0,38,35,3,12,11,9,47,7
A,愛媛,△,2,2,40,37,3,12,12,9,48,7
H,東京Ｖ,△,0,0,40,37,3,12,13,9,49,9
H,福岡,○,3,0,43,37,6,13,13,9,52,7
A,札幌,○,2,0,45,37,8,14,13,9,55,5
H,大分,○,2,1,47,38,9,15,13,9,58,5
A,群馬,○,2,1,49,39,10,16,13,9,61,5
H,磐田,△,2,2,51,41,10,16,14,9,62,5
A,松本,●,1,2,52,43,9,16,14,10,62,5
H,富山,○,2,1,54,44,10,17,14,10,65,4
A,讃岐,○,1,0,55,44,11,18,14,10,68,3
