H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
A,磐田,○,1,0,1,0,1,1,0,0,3,8
H,山形,△,1,1,2,1,1,1,1,0,4,6
A,湘南,●,0,2,2,3,-1,1,1,1,4,13
H,北九州,○,3,0,5,3,2,2,1,1,7,6
A,京都,△,1,1,6,4,2,2,2,1,8,7
H,松本,○,1,0,7,4,3,3,2,1,11,6
A,大分,●,0,1,7,5,2,3,2,2,11,7
H,群馬,○,1,0,8,5,3,4,2,2,14,6
A,岡山,●,0,2,8,7,1,4,2,3,14,9
H,東京Ｖ,△,0,0,8,7,1,4,3,3,15,8
A,栃木,●,1,2,9,9,0,4,3,4,15,13
H,熊本,△,2,2,11,11,0,4,4,4,16,13
H,愛媛,●,0,1,11,12,-1,4,4,5,16,16
A,千葉,●,0,2,11,14,-3,4,4,6,16,17
H,水戸,○,4,0,15,14,1,5,4,6,19,13
H,福岡,△,1,1,16,15,1,5,5,6,20,15
A,讃岐,●,0,1,16,16,0,5,5,7,20,16
A,横浜FC,△,2,2,18,18,0,5,6,7,21,15
H,富山,○,2,1,20,19,1,6,6,7,24,14
H,岐阜,○,3,2,23,21,2,7,6,7,27,12
A,長崎,○,1,0,24,21,3,8,6,7,30,9
H,大分,△,1,1,25,22,3,8,7,7,31,10
A,愛媛,○,3,2,28,24,4,9,7,7,34,6
H,横浜FC,●,0,1,28,25,3,9,7,8,34,8
A,北九州,●,0,2,28,27,1,9,7,9,34,11
H,京都,●,0,1,28,28,0,9,7,10,34,12
A,山形,●,1,2,29,30,-1,9,7,11,34,13
H,栃木,△,1,1,30,31,-1,9,8,11,35,13
A,熊本,○,2,0,32,31,1,10,8,11,38,13
H,長崎,○,2,1,34,32,2,11,8,11,41,12
A,岐阜,△,1,1,35,33,2,11,9,11,42,12
A,群馬,●,0,3,35,36,-1,11,9,12,42,12
H,岡山,○,3,1,38,37,1,12,9,12,45,11
A,松本,○,2,1,40,38,2,13,9,12,48,10
A,水戸,△,0,0,40,38,2,13,10,12,49,10
H,千葉,●,0,2,40,40,0,13,10,13,49,10
A,富山,○,2,0,42,40,2,14,10,13,52,9
H,湘南,○,2,0,44,40,4,15,10,13,55,8
A,東京Ｖ,△,0,0,44,40,4,15,11,13,56,8
H,讃岐,△,1,1,45,41,4,15,12,13,57,8
A,福岡,△,2,2,47,43,4,15,13,13,58,9
H,磐田,△,1,1,48,44,4,15,14,13,59,10
