H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
H,水戸,△,1,1,1,1,0,0,1,0,1,9
A,町田,△,1,1,2,2,0,0,2,0,2,14
A,岡山,△,2,2,4,4,0,0,3,0,3,13
H,長崎,△,0,0,4,4,0,0,4,0,4,13
A,札幌,●,1,3,5,7,-2,0,4,1,4,15
H,山形,○,3,2,8,9,-1,1,4,1,7,12
A,群馬,○,1,0,9,9,0,2,4,1,10,12
H,徳島,●,0,1,9,10,-1,2,4,2,10,14
A,Ｃ大阪,○,2,0,11,10,1,3,4,2,13,14
H,清水,○,2,1,13,11,2,4,4,2,16,8
H,千葉,△,1,1,14,12,2,4,5,2,17,9
A,愛媛,○,1,0,15,12,3,5,5,2,20,7
A,北九州,○,2,1,17,13,4,6,5,2,23,7
H,横浜FC,○,1,0,18,13,5,7,5,2,26,5
A,金沢,△,1,1,19,14,5,7,6,2,27,6
A,讃岐,○,3,1,22,15,7,8,6,2,30,6
H,山口,○,3,0,25,15,10,9,6,2,33,4
A,東京Ｖ,●,1,2,26,17,9,9,6,3,33,5
H,松本,●,1,2,27,19,8,9,6,4,33,6
H,熊本/8節,△,1,1,28,20,8,9,7,4,34,5
A,岐阜,○,1,0,29,20,9,10,7,4,37,5
H,群馬,△,0,0,29,20,9,10,8,4,38,5
A,徳島,●,1,2,30,22,8,10,8,5,38,6
H,讃岐,○,1,0,31,22,9,11,8,5,41,4
A,山口,△,1,1,32,23,9,11,9,5,42,5
H,Ｃ大阪,△,3,3,35,26,9,11,10,5,43,6
H,東京Ｖ,○,2,0,37,26,11,12,10,5,46,5
A,山形,△,0,0,37,26,11,12,11,5,47,6
H,町田,○,1,0,38,26,12,13,11,5,50,5
H,札幌,△,0,0,38,26,12,13,12,5,51,6
A,松本,●,0,2,38,28,10,13,12,6,51,6
A,横浜FC,●,0,2,38,30,8,13,12,7,51,6
H,北九州,△,0,0,38,30,8,13,13,7,52,6
H,金沢,△,0,0,38,30,8,13,14,7,53,6
A,千葉,○,3,0,41,30,11,14,14,7,56,6
H,岐阜,○,1,0,42,30,12,15,14,7,59,6
A,水戸,△,1,1,43,31,12,15,15,7,60,6
H,岡山,○,2,0,45,31,14,16,15,7,63,6
A,清水,●,1,4,46,35,11,16,15,8,63,6
H,熊本,○,2,1,48,36,12,17,15,8,66,5
H,愛媛,●,0,1,48,37,11,17,15,9,66,5
A,長崎,○,2,0,50,37,13,18,15,9,69,5
