H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
H,讃岐,●,0,1,0,1,-1,0,17
H,松本,●,0,2,0,3,-3,0,21
A,千葉,●,0,1,0,4,-4,0,22
H,山口,○,2,0,2,4,-2,3,17
H,愛媛,△,0,0,2,4,-2,4,17
A,金沢,○,2,1,4,5,-1,7,13
A,北九州,○,4,0,8,5,3,10,11
H,東京Ｖ,△,1,1,9,6,3,11,12
A,長崎,○,3,1,12,7,5,14,10
H,岡山,●,0,2,12,9,3,14,12
A,徳島,○,3,0,15,9,6,17,8
A,群馬,●,1,3,16,12,4,17,11
H,Ｃ大阪,△,1,1,17,13,4,18,11
A,京都,●,0,1,17,14,3,18,11
A,山形,△,0,0,17,14,3,19,12
H,水戸,△,1,1,18,15,3,20,12
A,清水,●,0,3,18,18,0,20,14
H,岐阜,●,1,2,19,20,-1,20,16
H,町田,○,1,0,20,20,0,23,12
A,札幌,●,2,5,22,25,-3,23,14
H,徳島,●,0,2,22,27,-5,23,17
H,熊本,△,1,1,23,28,-5,24,16
A,岡山,○,1,0,24,28,-4,27,15
H,北九州,△,2,2,26,30,-4,28,15
H,千葉,○,2,1,28,31,-3,31,13
A,Ｃ大阪,○,3,2,31,33,-2,34,11
H,札幌,○,1,0,32,33,-1,37,10
A,東京Ｖ,○,2,0,34,33,1,40,9
H,清水,●,0,2,34,35,-1,40,10
A,熊本/9節,○,1,0,35,35,0,43,8
A,町田,△,1,1,36,36,0,44,7
H,京都,○,2,0,38,36,2,47,7
A,讃岐,●,0,1,38,37,1,47,7
A,愛媛,●,0,3,38,40,-2,47,8
H,長崎,△,2,2,40,42,-2,48,8
A,水戸,△,1,1,41,43,-2,49,8
H,群馬,○,3,2,44,45,-1,52,8
A,山口,○,2,0,46,45,1,55,8
H,山形,○,2,1,48,46,2,58,7
A,岐阜,●,0,2,48,48,0,58,8
H,金沢,△,0,0,48,48,0,59,8
A,松本,●,2,3,50,51,-1,59,8
