H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝ち点,順位
A,熊本,●,0,1,0,1,-1,0,17
A,横浜FC,○,2,0,2,1,1,3,9
A,清水,△,0,0,2,1,1,4,10
H,千葉,●,0,1,2,2,0,4,14
H,山口,△,3,3,5,5,0,5,12
A,長崎,△,1,1,6,6,0,6,16
H,徳島,○,1,0,7,6,1,9,14
A,岐阜,○,2,0,9,6,3,12,8
H,群馬,○,2,1,11,7,4,15,4
A,愛媛,△,0,0,11,7,4,16,6
H,Ｃ大阪,●,0,1,11,8,3,16,7
A,東京Ｖ,○,4,0,15,8,7,19,6
H,讃岐,△,0,0,15,8,7,20,6
H,町田,○,1,0,16,8,8,23,6
A,金沢,○,2,0,18,8,10,26,4
H,北九州,○,2,1,20,9,11,29,3
H,札幌,○,3,2,23,11,12,32,2
A,岡山,●,1,2,24,13,11,32,5
H,山形,○,1,0,25,13,12,35,3
A,京都,○,2,1,27,14,13,38,3
A,水戸,○,3,2,30,16,14,41,3
H,金沢,○,4,2,34,18,16,44,2
A,北九州,○,2,1,36,19,17,47,2
A,札幌,●,0,1,36,20,16,47,2
H,長崎,○,1,0,37,20,17,50,2
A,徳島,△,2,2,39,22,17,51,2
H,水戸,△,0,0,39,22,17,52,2
H,岐阜,△,1,1,40,23,17,53,2
A,Ｃ大阪,○,1,0,41,23,18,56,2
A,山口,△,0,0,41,23,18,57,2
H,京都,○,2,0,43,23,20,60,2
A,群馬,△,1,1,44,24,20,61,2
H,清水,○,1,0,45,24,21,64,2
A,讃岐,○,4,2,49,26,23,67,2
H,岡山,△,1,1,50,27,23,68,2
A,千葉,○,3,0,53,27,26,71,2
H,愛媛,△,1,1,54,28,26,72,2
A,山形,○,1,0,55,28,27,75,2
H,熊本,○,1,0,56,28,28,78,2
A,東京Ｖ,○,2,0,58,28,30,81,2
A,町田,●,1,2,59,30,29,81,3
H,横浜FC,○,3,2,62,32,30,84,3
