H/A,対戦相手,試合結果,得点,失点,得点計,失点計,得失点差,勝利数,引分数,敗北数,勝ち点,順位
H,鳥取,△,2,2,2,2,0,0,1,0,1,10
A,徳島,●,0,3,2,5,-3,0,1,1,1,19
H,草津,△,0,0,2,5,-3,0,2,1,2,17
A,湘南,●,1,2,3,7,-4,0,2,2,2,19
H,大分,●,0,2,3,9,-6,0,2,3,2,21
A,熊本,●,0,3,3,12,-9,0,2,4,2,22
H,京都,●,0,1,3,13,-10,0,2,5,2,22
H,北九州,○,1,0,4,13,-9,1,2,5,5,21
A,栃木,△,1,1,5,14,-9,1,3,5,6,20
H,横浜FC,●,0,2,5,16,-11,1,3,6,6,21
A,富山,●,0,1,5,17,-12,1,3,7,6,22
H,水戸,●,0,1,5,18,-13,1,3,8,6,22
A,岡山,○,1,0,6,18,-12,2,3,8,9,22
H,松本,●,0,1,6,19,-13,2,3,9,9,22
A,山形,●,1,2,7,21,-14,2,3,10,9,22
H,甲府,●,0,3,7,24,-17,2,3,11,9,22
A,千葉,○,1,0,8,24,-16,3,3,11,12,22
H,愛媛,△,1,1,9,25,-16,3,4,11,13,21
A,東京Ｖ,●,1,4,10,29,-19,3,4,12,13,21
A,福岡,△,0,0,10,29,-19,3,5,12,14,20
H,町田,○,1,0,11,29,-18,4,5,12,17,19
A,甲府,△,0,0,11,29,-18,4,6,12,18,19
H,熊本,●,0,2,11,31,-20,4,6,13,18,19
H,富山,△,2,2,13,33,-20,4,7,13,19,19
A,大分,△,2,2,15,35,-20,4,8,13,20,19
A,鳥取,●,0,1,15,36,-21,4,8,14,20,19
H,福岡,●,0,3,15,39,-24,4,8,15,20,19
A,草津,△,1,1,16,40,-24,4,9,15,21,19
H,岡山,●,1,2,17,42,-25,4,9,16,21,21
H,千葉,△,0,0,17,42,-25,4,10,16,22,21
A,愛媛,△,0,0,17,42,-25,4,11,16,23,20
H,東京Ｖ,○,1,0,18,42,-24,5,11,16,26,19
A,北九州,●,1,2,19,44,-25,5,11,17,26,20
H,栃木,○,1,0,20,44,-24,6,11,17,29,19
H,湘南,○,3,2,23,46,-23,7,11,17,32,19
A,水戸,△,1,1,24,47,-23,7,12,17,33,19
H,山形,△,0,0,24,47,-23,7,13,17,34,20
A,松本/36節,●,0,1,24,48,-24,7,13,18,34,20
A,京都,●,1,3,25,51,-26,7,13,19,34,21
A,町田,●,0,1,25,52,-27,7,13,20,34,21
H,徳島,△,0,0,25,52,-27,7,14,20,35,20
A,横浜FC,●,2,3,27,55,-28,7,14,21,35,21
